contract_version,benchmark,benchmark_kind,target_id,candidate_id,method,label_metric,label,rank,selected,tie_group_size,labelled
1,casp15,prediction_pool,R1107,casp15_R1107TS392_5,hybrid,usalign_tm,,25,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS392_3,hybrid,usalign_tm,0.2233,26,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS416_1,hybrid,usalign_tm,0.4623,27,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS287_4,hybrid,usalign_tm,0.4041,28,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS392_2,hybrid,usalign_tm,0.2289,29,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS238_1,hybrid,usalign_tm,,30,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS285_5,hybrid,usalign_tm,0.2357,31,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS416_5,hybrid,usalign_tm,0.4644,32,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS125_3,hybrid,usalign_tm,0.2577,33,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS128_4,hybrid,usalign_tm,,34,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS287_1,hybrid,usalign_tm,0.4101,35,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS416_4,hybrid,usalign_tm,0.2414,36,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS287_2,hybrid,usalign_tm,0.4191,37,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS119_4,hybrid,usalign_tm,0.2236,38,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS392_4,hybrid,usalign_tm,,39,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS248_5,hybrid,usalign_tm,0.2837,40,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS163_1,hybrid,usalign_tm,0.2491,41,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS248_3,hybrid,usalign_tm,0.2858,42,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS248_4,hybrid,usalign_tm,0.3005,43,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS119_2,hybrid,usalign_tm,,44,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS128_1,hybrid,usalign_tm,0.3412,45,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS081_1,hybrid,usalign_tm,0.3328,46,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS081_2,hybrid,usalign_tm,0.3296,47,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS248_1,hybrid,usalign_tm,0.3742,48,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS248_2,hybrid,usalign_tm,,49,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS385_5,hybrid,usalign_tm,0.1442,50,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS245_5,hybrid,usalign_tm,0.1442,51,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS081_3,hybrid,usalign_tm,0.3225,52,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS119_3,hybrid,usalign_tm,0.2606,53,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS385_3,hybrid,usalign_tm,0.2137,54,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS245_3,hybrid,usalign_tm,0.2137,55,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS076_1,hybrid,usalign_tm,0.232,56,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS029_2,hybrid,usalign_tm,0.2801,57,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS076_2,hybrid,usalign_tm,0.2553,58,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS287_5,hybrid,usalign_tm,0.3404,59,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS119_5,hybrid,usalign_tm,0.2211,60,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS235_5,hybrid,usalign_tm,,61,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS076_5,hybrid,usalign_tm,0.228,62,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS119_1,hybrid,usalign_tm,0.2513,63,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS035_3,hybrid,usalign_tm,0.2106,64,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS229_4,hybrid,usalign_tm,0.2963,65,False,8,True
1,casp15,prediction_pool,R1107,casp15_R1107TS229_5,hybrid,usalign_tm,,66,False,8,False
1,casp15,prediction_pool,R1107,casp15_R1107TS439_5,hybrid,usalign_tm,0.2963,67,False,8,True
1,casp15,prediction_pool,R1107,casp15_R1107TS163_5,hybrid,usalign_tm,0.2963,68,False,8,True
1,casp15,prediction_pool,R1107,casp15_R1107TS229_3,hybrid,usalign_tm,0.2963,69,False,8,True
1,casp15,prediction_pool,R1107,casp15_R1107TS229_2,hybrid,usalign_tm,0.2963,70,False,8,True
1,casp15,prediction_pool,R1107,casp15_R1107TS229_1,hybrid,usalign_tm,0.2963,71,False,8,True
1,casp15,prediction_pool,R1107,casp15_R1107TS439_2,hybrid,usalign_tm,0.2963,72,False,8,True
1,casp15,prediction_pool,R1107,casp15_R1107TS385_2,hybrid,usalign_tm,,73,False,2,False
1,casp15,prediction_pool,R1107,casp15_R1107TS245_2,hybrid,usalign_tm,0.1753,74,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS163_2,hybrid,usalign_tm,,75,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS287_3,hybrid,usalign_tm,0.3291,76,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS385_4,hybrid,usalign_tm,0.1913,77,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS245_4,hybrid,usalign_tm,0.1913,78,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS076_4,hybrid,usalign_tm,0.2293,79,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS489_4,hybrid,usalign_tm,0.3765,80,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS470_4,hybrid,usalign_tm,0.3765,81,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS035_4,hybrid,usalign_tm,0.1507,82,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS470_5,hybrid,usalign_tm,0.4199,83,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS489_5,hybrid,usalign_tm,0.4199,84,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS081_4,hybrid,usalign_tm,0.3243,85,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS470_3,hybrid,usalign_tm,0.3752,86,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS489_3,hybrid,usalign_tm,0.3752,87,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS235_1,hybrid,usalign_tm,0.2135,88,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS035_5,hybrid,usalign_tm,0.2407,89,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS035_1,hybrid,usalign_tm,0.2326,90,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS489_2,hybrid,usalign_tm,0.3811,91,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS470_2,hybrid,usalign_tm,0.3811,92,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS470_1,hybrid,usalign_tm,0.3809,93,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS489_1,hybrid,usalign_tm,0.3809,94,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS029_1,hybrid,usalign_tm,0.2762,95,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS035_2,hybrid,usalign_tm,0.1928,96,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS385_1,hybrid,usalign_tm,,97,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS439_3,hybrid,usalign_tm,0.264,98,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS076_3,hybrid,usalign_tm,0.2987,99,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS235_4,hybrid,usalign_tm,0.2319,100,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS227_2,hybrid,usalign_tm,0.2396,101,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS227_4,hybrid,usalign_tm,0.264,102,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS147_2,hybrid,usalign_tm,0.2405,103,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS227_1,hybrid,usalign_tm,0.2171,104,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS434_3,hybrid,usalign_tm,0.2813,105,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS227_3,hybrid,usalign_tm,0.2718,106,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS434_2,hybrid,usalign_tm,0.2465,107,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS439_1,hybrid,usalign_tm,0.2848,108,False,2,True
1,casp15,prediction_pool,R1107,casp15_R1107TS439_4,hybrid,usalign_tm,,109,False,2,False
1,casp15,prediction_pool,R1107,casp15_R1107TS434_4,hybrid,usalign_tm,0.2607,110,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS147_5,hybrid,usalign_tm,,111,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS147_1,hybrid,usalign_tm,,112,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS434_1,hybrid,usalign_tm,,113,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS147_4,hybrid,usalign_tm,0.2679,114,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS434_5,hybrid,usalign_tm,,115,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS131_5,hybrid,usalign_tm,0.2446,116,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS235_2,hybrid,usalign_tm,0.1558,117,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS245_1,hybrid,usalign_tm,0.2564,118,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS227_5,hybrid,usalign_tm,,119,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS147_3,hybrid,usalign_tm,,120,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS235_3,hybrid,usalign_tm,0.2711,121,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS097_1,hybrid,usalign_tm,0.2087,122,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS131_1,hybrid,usalign_tm,0.1742,123,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS131_2,hybrid,usalign_tm,0.172,124,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS131_4,hybrid,usalign_tm,,125,False,1,False
1,casp15,prediction_pool,R1107,casp15_R1107TS131_3,hybrid,usalign_tm,0.1839,126,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS091_1,hybrid,usalign_tm,0.1538,127,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS091_2,hybrid,usalign_tm,0.1407,128,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS091_3,hybrid,usalign_tm,0.1345,129,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS091_5,hybrid,usalign_tm,0.1633,130,False,1,True
1,casp15,prediction_pool,R1107,casp15_R1107TS091_4,hybrid,usalign_tm,,131,False,1,False
1,casp15,prediction_pool,R1108,casp15_R1108TS385_4,hybrid,usalign_tm,0.1947,1,True,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS489_5,hybrid,usalign_tm,,2,True,2,False
1,casp15,prediction_pool,R1108,casp15_R1108TS470_5,hybrid,usalign_tm,0.365,3,True,2,True
1,casp15,prediction_pool,R1108,casp15_R1108TS128_5,hybrid,usalign_tm,0.2805,4,True,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS128_2,hybrid,usalign_tm,0.3054,5,True,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS232_5,hybrid,usalign_tm,0.5172,6,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS232_2,hybrid,usalign_tm,0.5222,7,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS232_3,hybrid,usalign_tm,0.5221,8,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS232_4,hybrid,usalign_tm,0.5368,9,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS238_1,hybrid,usalign_tm,0.3886,10,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS232_1,hybrid,usalign_tm,0.4646,11,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS128_3,hybrid,usalign_tm,0.5443,12,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS385_3,hybrid,usalign_tm,0.2062,13,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS163_1,hybrid,usalign_tm,0.3669,14,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS285_2,hybrid,usalign_tm,0.1822,15,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS385_5,hybrid,usalign_tm,0.1783,16,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS287_1,hybrid,usalign_tm,0.5078,17,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS287_4,hybrid,usalign_tm,0.5052,18,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS054_2,hybrid,usalign_tm,0.4309,19,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS248_5,hybrid,usalign_tm,0.2647,20,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS054_3,hybrid,usalign_tm,0.4363,21,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS054_1,hybrid,usalign_tm,0.4298,22,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS128_4,hybrid,usalign_tm,0.2706,23,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS287_2,hybrid,usalign_tm,0.5197,24,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS054_4,hybrid,usalign_tm,0.4197,25,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS416_4,hybrid,usalign_tm,0.5348,26,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS385_1,hybrid,usalign_tm,0.212,27,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS416_1,hybrid,usalign_tm,0.5089,28,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS125_3,hybrid,usalign_tm,0.3371,29,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS285_3,hybrid,usalign_tm,0.2106,30,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS285_1,hybrid,usalign_tm,,31,False,1,False
1,casp15,prediction_pool,R1108,casp15_R1108TS125_2,hybrid,usalign_tm,0.3392,32,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS416_3,hybrid,usalign_tm,0.5143,33,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS125_1,hybrid,usalign_tm,0.3385,34,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS285_4,hybrid,usalign_tm,0.2036,35,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS416_5,hybrid,usalign_tm,0.3396,36,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS054_5,hybrid,usalign_tm,0.3511,37,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS119_5,hybrid,usalign_tm,0.3105,38,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS416_2,hybrid,usalign_tm,0.4728,39,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS245_1,hybrid,usalign_tm,0.1926,40,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS119_1,hybrid,usalign_tm,0.2526,41,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS229_5,hybrid,usalign_tm,0.4016,42,False,5,True
1,casp15,prediction_pool,R1108,casp15_R1108TS229_1,hybrid,usalign_tm,0.4016,43,False,5,True
1,casp15,prediction_pool,R1108,casp15_R1108TS229_2,hybrid,usalign_tm,,44,False,5,False
1,casp15,prediction_pool,R1108,casp15_R1108TS229_3,hybrid,usalign_tm,0.4016,45,False,5,True
1,casp15,prediction_pool,R1108,casp15_R1108TS229_4,hybrid,usalign_tm,,46,False,5,False
1,casp15,prediction_pool,R1108,casp15_R1108TS285_5,hybrid,usalign_tm,0.2217,47,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS128_1,hybrid,usalign_tm,0.4751,48,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS434_5,hybrid,usalign_tm,0.2515,49,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS081_1,hybrid,usalign_tm,0.3756,50,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS385_2,hybrid,usalign_tm,0.1667,51,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS081_3,hybrid,usalign_tm,0.3938,52,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS035_1,hybrid,usalign_tm,0.206,53,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS035_3,hybrid,usalign_tm,0.2401,54,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS235_5,hybrid,usalign_tm,0.2267,55,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS119_4,hybrid,usalign_tm,0.2121,56,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS434_2,hybrid,usalign_tm,0.2318,57,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS287_5,hybrid,usalign_tm,0.4146,58,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS119_2,hybrid,usalign_tm,0.2422,59,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS489_1,hybrid,usalign_tm,0.4531,60,False,2,True
1,casp15,prediction_pool,R1108,casp15_R1108TS470_1,hybrid,usalign_tm,0.4531,61,False,2,True
1,casp15,prediction_pool,R1108,casp15_R1108TS029_1,hybrid,usalign_tm,0.3836,62,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS470_4,hybrid,usalign_tm,0.4732,63,False,2,True
1,casp15,prediction_pool,R1108,casp15_R1108TS489_4,hybrid,usalign_tm,0.4732,64,False,2,True
1,casp15,prediction_pool,R1108,casp15_R1108TS489_2,hybrid,usalign_tm,,65,False,2,False
1,casp15,prediction_pool,R1108,casp15_R1108TS470_2,hybrid,usalign_tm,0.4399,66,False,2,True
1,casp15,prediction_pool,R1108,casp15_R1108TS147_4,hybrid,usalign_tm,0.2492,67,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS434_4,hybrid,usalign_tm,0.2154,68,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS227_2,hybrid,usalign_tm,0.2301,69,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS235_4,hybrid,usalign_tm,0.2243,70,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS287_3,hybrid,usalign_tm,0.4014,71,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS035_4,hybrid,usalign_tm,0.223,72,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS081_4,hybrid,usalign_tm,0.3238,73,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS147_2,hybrid,usalign_tm,0.2234,74,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS227_3,hybrid,usalign_tm,0.2086,75,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS227_4,hybrid,usalign_tm,0.2512,76,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS147_3,hybrid,usalign_tm,0.277,77,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS434_1,hybrid,usalign_tm,0.213,78,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS147_5,hybrid,usalign_tm,0.2821,79,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS470_3,hybrid,usalign_tm,0.4165,80,False,2,True
1,casp15,prediction_pool,R1108,casp15_R1108TS489_3,hybrid,usalign_tm,0.4165,81,False,2,True
1,casp15,prediction_pool,R1108,casp15_R1108TS081_2,hybrid,usalign_tm,0.3462,82,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS227_1,hybrid,usalign_tm,0.2599,83,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS235_3,hybrid,usalign_tm,,84,False,1,False
1,casp15,prediction_pool,R1108,casp15_R1108TS227_5,hybrid,usalign_tm,0.2713,85,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS035_5,hybrid,usalign_tm,0.2645,86,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS434_3,hybrid,usalign_tm,0.3093,87,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS147_1,hybrid,usalign_tm,0.2863,88,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS119_3,hybrid,usalign_tm,0.2161,89,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS029_2,hybrid,usalign_tm,0.2684,90,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS439_3,hybrid,usalign_tm,0.2495,91,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS248_1,hybrid,usalign_tm,0.2849,92,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS035_2,hybrid,usalign_tm,0.228,93,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS235_2,hybrid,usalign_tm,0.2568,94,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS439_2,hybrid,usalign_tm,0.2744,95,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS248_4,hybrid,usalign_tm,0.2836,96,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS439_1,hybrid,usalign_tm,0.2808,97,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS248_3,hybrid,usalign_tm,0.2639,98,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS248_2,hybrid,usalign_tm,0.2717,99,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS235_1,hybrid,usalign_tm,0.2899,100,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS439_4,hybrid,usalign_tm,0.1664,101,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS439_5,hybrid,usalign_tm,0.2282,102,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS131_3,hybrid,usalign_tm,0.183,103,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS131_1,hybrid,usalign_tm,0.1545,104,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS097_1,hybrid,usalign_tm,0.1826,105,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS131_5,hybrid,usalign_tm,0.1634,106,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS125_5,hybrid,usalign_tm,0.3519,107,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS131_2,hybrid,usalign_tm,0.158,108,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS125_4,hybrid,usalign_tm,0.3493,109,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS131_4,hybrid,usalign_tm,0.1791,110,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS091_1,hybrid,usalign_tm,0.1475,111,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS091_4,hybrid,usalign_tm,0.1378,112,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS091_3,hybrid,usalign_tm,0.1435,113,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS091_5,hybrid,usalign_tm,0.1672,114,False,1,True
1,casp15,prediction_pool,R1108,casp15_R1108TS091_2,hybrid,usalign_tm,0.1516,115,False,1,True
1,casp15,prediction_pool,R1116,casp15_R1116TS177_1,hybrid,usalign_tm,0.2378,1,True,1,True
1,casp15,prediction_pool,R1116,casp15_R1116TS163_2,hybrid,usalign_tm,0.3605,2,True,1,True
1,casp15,prediction_pool,R1116,casp15_R1116TS163_3,hybrid,usalign_tm,0.4277,3,True,1,True
1,casp15,prediction_pool,R1116,casp15_R1116TS238_2,hybrid,usalign_tm,0.4442,4,True,1,True
1,casp15,prediction_pool,R1116,casp15_R1116TS163_1,hybrid,usalign_tm,0.3573,5,True,1,True
1,casp15,prediction_pool,R1116,casp15_R1116TS235_2,hybrid,usalign_tm,0.3724,6,False,1,True
1,casp15,prediction_pool,R1116,casp15_R1116TS235_5,hybrid,usalign_tm,0.4173,7,False,1,True
1,casp15,prediction_pool,R1116,casp15_R1116TS235_1,hybrid,usalign_tm,0.3696,8,False,1,True
1,casp15,prediction_pool,R1116,casp15_R1116TS029_3,hybrid,usalign_tm,0.3,9,False,1,True
